Code Tarif ,province,city, district 
MLG20107,Jawa Timur,Kab. Blitar,Kanigoro
MLG20108,Jawa Timur,Kab. Blitar,Kesamben
MLG20109,Jawa Timur,Kab. Blitar,Nglegok
MLG20110,Jawa Timur,Kab. Blitar,Panggungrejo
MLG20111,Jawa Timur,Kab. Blitar,Ponggok
MLG20112,Jawa Timur,Kab. Blitar,Sanankulon
MLG20122,Jawa Timur,Kab. Blitar,Selopuro
MLG20113,Jawa Timur,Kab. Blitar,Selorejo
MLG20114,Jawa Timur,Kab. Blitar,Srengat
MLG20115,Jawa Timur,Kab. Blitar,Sutojayan
MLG20116,Jawa Timur,Kab. Blitar,Talun
MLG20117,Jawa Timur,Kab. Blitar,Udanawu
MLG20118,Jawa Timur,Kab. Blitar,Wates
MLG20119,Jawa Timur,Kab. Blitar,Wlingi
MLG20120,Jawa Timur,Kab. Blitar,Wonodadi
MLG20121,Jawa Timur,Kab. Blitar,Wonotirto
SRG20401,Jawa Timur,Bojonegoro,Balen
SRG20402,Jawa Timur,Bojonegoro,Baureno
SRG20400,Jawa Timur,Bojonegoro,Bojonegoro
SRG20404,Jawa Timur,Bojonegoro,Dander
SRG20405,Jawa Timur,Bojonegoro,Kalitidu
SRG20406,Jawa Timur,Bojonegoro,Kanor
SRG20407,Jawa Timur,Bojonegoro,Kapas
SRG20410,Jawa Timur,Bojonegoro,Kepohbaru
SRG20414,Jawa Timur,Bojonegoro,Ngasem
SRG20419,Jawa Timur,Bojonegoro,Sumberejo
SRG20422,Jawa Timur,Bojonegoro,Trucuk
JBR20218,Jawa Timur,Bondowoso,Binakal
JBR20200,Jawa Timur,Bondowoso,Bondowoso
JBR20221,Jawa Timur,Bondowoso,Botolinggo
JBR20201,Jawa Timur,Bondowoso,Cermee
JBR20202,Jawa Timur,Bondowoso,Curahdami
JBR20203,Jawa Timur,Bondowoso,Grujugan
JBR20209,Jawa Timur,Bondowoso,Sempol
JBR20222,Jawa Timur,Bondowoso,Jambesari Darus Sholah
JBR20204,Jawa Timur,Bondowoso,Klabang
JBR20205,Jawa Timur,Bondowoso,Maesan
JBR20206,Jawa Timur,Bondowoso,Pakem
JBR20207,Jawa Timur,Bondowoso,Prajekan
JBR20208,Jawa Timur,Bondowoso,Pujer
JBR20210,Jawa Timur,Bondowoso,Sukosari
JBR20219,Jawa Timur,Bondowoso,Sumberwringin
JBR20220,Jawa Timur,Bondowoso,Taman Krocok
JBR20211,Jawa Timur,Bondowoso,Tamanan
JBR20212,Jawa Timur,Bondowoso,Tapen
JBR20213,Jawa Timur,Bondowoso,Tegalampel
JBR20214,Jawa Timur,Bondowoso,Tenggarang
JBR20215,Jawa Timur,Bondowoso,Tlogosari
JBR20216,Jawa Timur,Bondowoso,Wonosari
JBR20217,Jawa Timur,Bondowoso,Wringin
SUB10101,Jawa Timur,Gresik,Balongpanggang
SUB10102,Jawa Timur,Gresik,Benjeng
SUB10103,Jawa Timur,Gresik,Bungah
SUB10104,Jawa Timur,Gresik,Cerme
SUB10105,Jawa Timur,Gresik,Driyorejo
SUB10106,Jawa Timur,Gresik,Duduksampeyan
SUB10107,Jawa Timur,Gresik,Dukun
SUB10100,Jawa Timur,Gresik,Gresik
SUB10117,Jawa Timur,Gresik,Kebomas
SUB10108,Jawa Timur,Gresik,Kedamean
SUB10109,Jawa Timur,Gresik,Manyar
SUB10110,Jawa Timur,Gresik,Menganti
SUB10111,Jawa Timur,Gresik,Panceng
SUB10113,Jawa Timur,Gresik,Sidayu
SUB10115,Jawa Timur,Gresik,Ujungpangkah
SUB10116,Jawa Timur,Gresik,Wringinanom
JBR10026,Jawa Timur,Jember,Ajung
JBR10001,Jawa Timur,Jember,Ambulu
JBR10002,Jawa Timur,Jember,Arjasa
JBR10003,Jawa Timur,Jember,Balung
JBR10004,Jawa Timur,Jember,Bangsalsari
JBR10005,Jawa Timur,Jember,Gumukmas
JBR10006,Jawa Timur,Jember,Jelbuk
JBR10007,Jawa Timur,Jember,Jenggawah
JBR10027,Jawa Timur,Jember,Jombang
JBR10008,Jawa Timur,Jember,Kalisat
JBR10028,Jawa Timur,Jember,Kaliwates
JBR10009,Jawa Timur,Jember,Kencong
JBR10010,Jawa Timur,Jember,Ledokombo
JBR10011,Jawa Timur,Jember,Mayang
JBR10012,Jawa Timur,Jember,Mumbulsari
JBR10013,Jawa Timur,Jember,Pakusari
JBR10014,Jawa Timur,Jember,Panti
JBR10029,Jawa Timur,Jember,Patrang
JBR10015,Jawa Timur,Jember,Puger
JBR10016,Jawa Timur,Jember,Rambipuji
JBR10030,Jawa Timur,Jember,Semboro
JBR10017,Jawa Timur,Jember,Silo
JBR10018,Jawa Timur,Jember,Sukorambi
JBR10019,Jawa Timur,Jember,Sukowono
JBR10020,Jawa Timur,Jember,Sumberbaru
JBR10021,Jawa Timur,Jember,Sumberjambe
JBR10031,Jawa Timur,Jember,Sumbersari
JBR10022,Jawa Timur,Jember,Tanggul
JBR10023,Jawa Timur,Jember,Tempurejo
JBR10024,Jawa Timur,Jember,Umbulsari
JBR10025,Jawa Timur,Jember,Wuluhan
SUB20201,Jawa Timur,Jombang,Bandarkedungmulyo
SUB20202,Jawa Timur,Jombang,Bareng
SUB20203,Jawa Timur,Jombang,Diwek
SUB20204,Jawa Timur,Jombang,Gudo
SUB20205,Jawa Timur,Jombang,Jogoroto
SUB20200,Jawa Timur,Jombang,Jombang
SUB20206,Jawa Timur,Jombang,Kabuh
SUB20207,Jawa Timur,Jombang,Kesamben
SUB20208,Jawa Timur,Jombang,Kudu
SUB20209,Jawa Timur,Jombang,Megaluh
SUB20210,Jawa Timur,Jombang,Mojoagung
SUB20211,Jawa Timur,Jombang,Mojowarno
SUB20212,Jawa Timur,Jombang,Ngoro
SUB20221,Jawa Timur,Jombang,Ngusikan
SUB20213,Jawa Timur,Jombang,Perak
SUB20214,Jawa Timur,Jombang,Peterongan
SUB20215,Jawa Timur,Jombang,Plandaan
SUB20216,Jawa Timur,Jombang,Ploso
SUB20217,Jawa Timur,Jombang,Sumobito
SUB20218,Jawa Timur,Jombang,Tembelang
SUB20219,Jawa Timur,Jombang,Wonosalam
KDR10027,Jawa Timur,Kab. Kediri,Badas
KDR10022,Jawa Timur,Kab. Kediri,Banyakan
KDR10001,Jawa Timur,Kab. Kediri,Gampengrejo
KDR10002,Jawa Timur,Kab. Kediri,Grogol
KDR10003,Jawa Timur,Kab. Kediri,Gurah
KDR10018,Jawa Timur,Kab. Kediri,Kandangan
KDR10004,Jawa Timur,Kab. Kediri,Kandat
KDR10023,Jawa Timur,Kab. Kediri,Kayen Kidul
KDR10035,Jawa Timur,Kediri,Kota
KDR10019,Jawa Timur,Kab. Kediri,Kepung
KDR10005,Jawa Timur,Kab. Kediri,Kras
KDR10006,Jawa Timur,Kab. Kediri,Kunjang
KDR10007,Jawa Timur,Kab. Kediri,Mojo
KDR10008,Jawa Timur,Kab. Kediri,Ngadiluwih
KDR10020,Jawa Timur,Kab. Kediri,Ngancar
KDR10036,Jawa Timur,Kab. Kediri,Ngasem
KDR10009,Jawa Timur,Kab. Kediri,Pagu
KDR10010,Jawa Timur,Kab. Kediri,Papar
KDR10017,Jawa Timur,Kab. Kediri,Pare
KDR10011,Jawa Timur,Kab. Kediri,Plemahan
KDR10012,Jawa Timur,Kab. Kediri,Plosoklaten
KDR10021,Jawa Timur,Kab. Kediri,Puncu
KDR10013,Jawa Timur,Kab. Kediri,Purwoasri
KDR10024,Jawa Timur,Kab. Kediri,Ringinrejo
KDR10014,Jawa Timur,Kab. Kediri,Semen
KDR10015,Jawa Timur,Kab. Kediri,Tarokan
KDR10016,Jawa Timur,Kab. Kediri,Wates
SUB10203,Jawa Timur,Lamongan,Brondong
SUB10204,Jawa Timur,Lamongan,Deket
SUB10205,Jawa Timur,Lamongan,Glagah
SUB10206,Jawa Timur,Lamongan,Kalitengah
SUB10207,Jawa Timur,Lamongan,Karangbinangun
SUB10208,Jawa Timur,Lamongan,Karanggeneng
SUB10210,Jawa Timur,Lamongan,Kembangbahu
SUB10200,Jawa Timur,Lamongan,Lamongan
SUB10211,Jawa Timur,Lamongan,Laren
SUB10225,Jawa Timur,Lamongan,Maduran
SUB10212,Jawa Timur,Lamongan,Mantup
SUB10215,Jawa Timur,Lamongan,Paciran
SUB10217,Jawa Timur,Lamongan,Sambeng
SUB10226,Jawa Timur,Lamongan,Sarirejo
SUB10219,Jawa Timur,Lamongan,Sekaran
SUB10218,Jawa Timur,Lamongan,Solokuro
SUB10221,Jawa Timur,Lamongan,Sukodadi
SUB10223,Jawa Timur,Lamongan,Tikung
SUB10224,Jawa Timur,Lamongan,Turi
PBL20101,Jawa Timur,Lumajang,Candipuro
PBL20102,Jawa Timur,Lumajang,Gucialit
PBL20103,Jawa Timur,Lumajang,Jatiroto
PBL20105,Jawa Timur,Lumajang,Kedungjajang
PBL20104,Jawa Timur,Lumajang,Klakah
PBL20106,Jawa Timur,Lumajang,Kunir
PBL20100,Jawa Timur,Lumajang,Lumajang
PBL20118,Jawa Timur,Lumajang,Padang
PBL20107,Jawa Timur,Lumajang,Pasirian
PBL20119,Jawa Timur,Lumajang,Pasrujambe
PBL20108,Jawa Timur,Lumajang,Pronojiwo
PBL20109,Jawa Timur,Lumajang,Randuagung
PBL20110,Jawa Timur,Lumajang,Ranuyoso
PBL20111,Jawa Timur,Lumajang,Rowokangkung
PBL20112,Jawa Timur,Lumajang,Senduro
PBL20113,Jawa Timur,Lumajang,Sukodono
PBL20120,Jawa Timur,Lumajang,Sumbersuko
PBL20114,Jawa Timur,Lumajang,Tekung
PBL20116,Jawa Timur,Lumajang,Tempeh
PBL20115,Jawa Timur,Lumajang,Tempursari
PBL20117,Jawa Timur,Lumajang,Yosowilangun
MDN10101,Jawa Timur,Kab. Madiun,Balerejo
MDN10110,Jawa Timur,Kab. Madiun,Mejayan
MDN10102,Jawa Timur,Kab. Madiun,Dagangan
MDN10103,Jawa Timur,Kab. Madiun,Dolopo
MDN10104,Jawa Timur,Kab. Madiun,Geger
MDN10105,Jawa Timur,Kab. Madiun,Gemarang
MDN10106,Jawa Timur,Kab. Madiun,Jiwan
MDN10107,Jawa Timur,Kab. Madiun,Kare
MDN10108,Jawa Timur,Kab. Madiun,Kebon Sari
MDN10109,Jawa Timur,Kab. Madiun,Madiun
MDN10110,Jawa Timur,Kab. Madiun,Mejayan
MDN10111,Jawa Timur,Kab. Madiun,Pilangkenceng
MDN10112,Jawa Timur,Kab. Madiun,Saradan
MDN10113,Jawa Timur,Kab. Madiun,Sawahan
MDN10114,Jawa Timur,Kab. Madiun,Wonoasri
MDN10115,Jawa Timur,Kab. Madiun,Wungu
MDN20113,Jawa Timur,Magetan,Barat
MDN20101,Jawa Timur,Magetan,Bendo
MDN20102,Jawa Timur,Magetan,Karangrejo
MDN20114,Jawa Timur,Magetan,Karas
MDN20115,Jawa Timur,Magetan,Kartoharjo
MDN20104,Jawa Timur,Magetan,Kawedanan
MDN20105,Jawa Timur,Magetan,Lembeyan
MDN20100,Jawa Timur,Magetan,Magetan
MDN20106,Jawa Timur,Magetan,Maospati
MDN20116,Jawa Timur,Magetan,Ngariboyo
MDN20117,Jawa Timur,Magetan,Nguntoronadi
MDN20107,Jawa Timur,Magetan,Panekan
MDN20108,Jawa Timur,Magetan,Parang
MDN20109,Jawa Timur,Magetan,Plaosan
MDN20110,Jawa Timur,Magetan,Poncol
MDN20118,Jawa Timur,Magetan,Sidorejo
MDN20111,Jawa Timur,Magetan,Sukomoro
MDN20112,Jawa Timur,Magetan,Takeran
MLG20301,Jawa Timur,Kab. Malang,Ampelgading
MLG20302,Jawa Timur,Kab. Malang,Bantur
MLG20303,Jawa Timur,Kab. Malang,Bululawang
MLG20304,Jawa Timur,Kab. Malang,Dampit
MLG20305,Jawa Timur,Kab. Malang,Dau
MLG20306,Jawa Timur,Kab. Malang,Donomulyo
MLG20307,Jawa Timur,Kab. Malang,Gedangan
MLG20308,Jawa Timur,Kab. Malang,Gondanglegi
MLG20309,Jawa Timur,Kab. Malang,Jabung
MLG20310,Jawa Timur,Kab. Malang,Kalipare
MLG20311,Jawa Timur,Kab. Malang,Karangploso
MLG20330,Jawa Timur,Kab. Malang,Kasembon
MLG20300,Jawa Timur,Kab. Malang,Kepanjen
MLG20312,Jawa Timur,Kab. Malang,Kromengan
MLG20331,Jawa Timur,Kab. Malang,Lawang
MLG20313,Jawa Timur,Kab. Malang,Ngajum
MLG20328,Jawa Timur,Kab. Malang,Ngantang
MLG20314,Jawa Timur,Kab. Malang,Pagak
MLG20332,Jawa Timur,Kab. Malang,Pagelaran
MLG20315,Jawa Timur,Kab. Malang,Pakis
MLG20316,Jawa Timur,Kab. Malang,Pakisaji
MLG20317,Jawa Timur,Kab. Malang,Poncokusumo
MLG20329,Jawa Timur,Kab. Malang,Pujon
MLG20318,Jawa Timur,Kab. Malang,Singosari
MLG20320,Jawa Timur,Kab. Malang,Sumbermanjing Wetan
MLG20319,Jawa Timur,Kab. Malang,Sumberpucung
MLG20321,Jawa Timur,Kab. Malang,Tajinan
MLG20322,Jawa Timur,Kab. Malang,Tirtoyudo
MLG20324,Jawa Timur,Kab. Malang,Tumpang
MLG20323,Jawa Timur,Kab. Malang,Turen
MLG20325,Jawa Timur,Kab. Malang,Wagir
MLG20326,Jawa Timur,Kab. Malang,Wajak
MLG20327,Jawa Timur,Kab. Malang,Wonosari
MJK10001,Jawa Timur,Kab. Mojokerto,Bangsal
MJK10002,Jawa Timur,Kab. Mojokerto,Dawarblandong
MJK10003,Jawa Timur,Kab. Mojokerto,Dlanggu
MJK10004,Jawa Timur,Kab. Mojokerto,Gedeg
MJK10005,Jawa Timur,Kab. Mojokerto,Gondang
MJK10006,Jawa Timur,Kab. Mojokerto,Jatirejo
MJK10007,Jawa Timur,Kab. Mojokerto,Jetis
MJK10008,Jawa Timur,Kab. Mojokerto,Kemlagi
MJK10009,Jawa Timur,Kab. Mojokerto,Kutorejo
MJK10021,Jawa Timur,Kab. Mojokerto,Mojoanyar
MJK10010,Jawa Timur,Kab. Mojokerto,Mojosari
MJK10011,Jawa Timur,Kab. Mojokerto,Ngoro
MJK10012,Jawa Timur,Kab. Mojokerto,Pacet
MJK10013,Jawa Timur,Kab. Mojokerto,Pungging
MJK10014,Jawa Timur,Kab. Mojokerto,Puri
MJK10015,Jawa Timur,Kab. Mojokerto,Sooko
MJK10016,Jawa Timur,Kab. Mojokerto,Trawas
MJK10017,Jawa Timur,Kab. Mojokerto,Trowulan
SUB20401,Jawa Timur,Nganjuk,Bagor
SUB20415,Jawa Timur,Nganjuk,Baron
SUB20402,Jawa Timur,Nganjuk,Berbek
SUB20403,Jawa Timur,Nganjuk,Gondang
SUB20416,Jawa Timur,Nganjuk,Jatikalen
SUB20414,Jawa Timur,Nganjuk,Kertosono
SUB20417,Jawa Timur,Nganjuk,Lengkong
SUB20404,Jawa Timur,Nganjuk,Loceret
SUB20400,Jawa Timur,Nganjuk,Nganjuk
SUB20405,Jawa Timur,Nganjuk,Ngetos
SUB20406,Jawa Timur,Nganjuk,Ngluyu
SUB20418,Jawa Timur,Nganjuk,Ngronggot
SUB20407,Jawa Timur,Nganjuk,Pace
SUB20419,Jawa Timur,Nganjuk,Patianrowo
SUB20408,Jawa Timur,Nganjuk,Prambon
SUB20409,Jawa Timur,Nganjuk,Rejoso
SUB20410,Jawa Timur,Nganjuk,Sawahan
SUB20411,Jawa Timur,Nganjuk,Sukomoro
SUB20412,Jawa Timur,Nganjuk,Tanjunganom
SUB20413,Jawa Timur,Nganjuk,Wilangan
MDN20201,Jawa Timur,Ngawi,Bringin
MDN20202,Jawa Timur,Ngawi,Geneng
MDN20218,Jawa Timur,Ngawi,Gerih
MDN20203,Jawa Timur,Ngawi,Jogorogo
MDN20216,Jawa Timur,Ngawi,Karanganyar
MDN20204,Jawa Timur,Ngawi,Karangjati
MDN20219,Jawa Timur,Ngawi,Kasreman
MDN20205,Jawa Timur,Ngawi,Kedunggalar
MDN20206,Jawa Timur,Ngawi,Kendal
MDN20205,Jawa Timur,Ngawi,Kedunggalar
MDN20207,Jawa Timur,Ngawi,Kwadungan
MDN20208,Jawa Timur,Ngawi,Mantingan
MDN20200,Jawa Timur,Ngawi,Ngawi
MDN20209,Jawa Timur,Ngawi,Ngrambe
MDN20210,Jawa Timur,Ngawi,Padas
MDN20211,Jawa Timur,Ngawi,Pangkur
MDN20212,Jawa Timur,Ngawi,Paron
MDN20213,Jawa Timur,Ngawi,Pitu
MDN20214,Jawa Timur,Ngawi,Sine
MDN20215,Jawa Timur,Ngawi,Widodaren
MDN20301,Jawa Timur,Pacitan,Arjosari
MDN20303,Jawa Timur,Pacitan,Donorojo
MDN20304,Jawa Timur,Pacitan,Kebonagung
MDN20306,Jawa Timur,Pacitan,Ngadirojo
MDN20300,Jawa Timur,Pacitan,Pacitan
MDN20307,Jawa Timur,Pacitan,Pringkuku
MDN20308,Jawa Timur,Pacitan,Punung
MDN20309,Jawa Timur,Pacitan,Sudimoro
MDN20310,Jawa Timur,Pacitan,Tegalombo
MDN20311,Jawa Timur,Pacitan,Tulakan
SUB20501,Jawa Timur,Pamekasan,Batumarmar
SUB20502,Jawa Timur,Pamekasan,Galis
SUB20503,Jawa Timur,Pamekasan,Kadur
SUB20504,Jawa Timur,Pamekasan,Larangan
SUB20512,Jawa Timur,Pamekasan,Pademawu
SUB20505,Jawa Timur,Pamekasan,Pakong
SUB20506,Jawa Timur,Pamekasan,Palenggaan
SUB20500,Jawa Timur,Pamekasan,Pamekasan
SUB20507,Jawa Timur,Pamekasan,Pasean
SUB20508,Jawa Timur,Pamekasan,Pegantenan
SUB20509,Jawa Timur,Pamekasan,Proppo
SUB20510,Jawa Timur,Pamekasan,Tlanakan
SUB20511,Jawa Timur,Pamekasan,Waru
PDN10001,Jawa Timur,Kab. Pasuruan,Bangil
PDN10002,Jawa Timur,Kab. Pasuruan,Beji
PDN10003,Jawa Timur,Kab. Pasuruan,Gempol
PDN10004,Jawa Timur,Kab. Pasuruan,Gondangwetan
PDN10005,Jawa Timur,Kab. Pasuruan,Grati
PDN10005,Jawa Timur,Kab. Pasuruan,Grati
PDN10006,Jawa Timur,Kab. Pasuruan,Kejayan
PDN10007,Jawa Timur,Kab. Pasuruan,Kraton
PDN10008,Jawa Timur,Kab. Pasuruan,Lekok
PDN10009,Jawa Timur,Kab. Pasuruan,Lumbang
PDN10010,Jawa Timur,Kab. Pasuruan,Nguling
PDN10022,Jawa Timur,Kab. Pasuruan,Tutur
PDN10030,Jawa Timur,Kab. Pasuruan,Pandaan
PDN10012,Jawa Timur,Kab. Pasuruan,Pasrepan
PDN10013,Jawa Timur,Kab. Pasuruan,Pohjentrek
PDN10014,Jawa Timur,Kab. Pasuruan,Prigen
PDN10015,Jawa Timur,Kab. Pasuruan,Purwodadi
PDN10016,Jawa Timur,Kab. Pasuruan,Purwosari
PDN10017,Jawa Timur,Kab. Pasuruan,Puspo
PDN10018,Jawa Timur,Kab. Pasuruan,Rejoso
PDN10019,Jawa Timur,Kab. Pasuruan,Rembang
PDN10020,Jawa Timur,Kab. Pasuruan,Sukorejo
PDN10021,Jawa Timur,Kab. Pasuruan,Tosari
PDN10022,Jawa Timur,Kab. Pasuruan,Tutur
PDN10023,Jawa Timur,Kab. Pasuruan,Winongan
PDN10024,Jawa Timur,Kab. Pasuruan,Wonorejo
MDN20401,Jawa Timur,Ponorogo,Babadan
MDN20402,Jawa Timur,Ponorogo,Badegan
MDN20403,Jawa Timur,Ponorogo,Balong
MDN20404,Jawa Timur,Ponorogo,Bungkal
MDN20419,Jawa Timur,Ponorogo,Jambon
MDN20405,Jawa Timur,Ponorogo,Jenangan
MDN20406,Jawa Timur,Ponorogo,Jetis
MDN20407,Jawa Timur,Ponorogo,Kauman
MDN20408,Jawa Timur,Ponorogo,Mlarak
MDN20409,Jawa Timur,Ponorogo,Ngebel
MDN20410,Jawa Timur,Ponorogo,Ngrayun
MDN20400,Jawa Timur,Ponorogo,Ponorogo
MDN20411,Jawa Timur,Ponorogo,Pulung
MDN20412,Jawa Timur,Ponorogo,Sambit
MDN20413,Jawa Timur,Ponorogo,Sampung
MDN20414,Jawa Timur,Ponorogo,Sawoo
MDN20415,Jawa Timur,Ponorogo,Siman
MDN20416,Jawa Timur,Ponorogo,Slahung
MDN20417,Jawa Timur,Ponorogo,Sooko
MDN20418,Jawa Timur,Ponorogo,Sukorejo
PBL10002,Jawa Timur,Kab. Probolinggo,Bantaran
PBL10001,Jawa Timur,Kab. Probolinggo,Banyuanyar
PBL10003,Jawa Timur,Kab. Probolinggo,Besuk
PBL10004,Jawa Timur,Kab. Probolinggo,Dringu
PBL10027,Jawa Timur,Kab. Probolinggo,Gading
PBL10005,Jawa Timur,Kab. Probolinggo,Gending
PBL10006,Jawa Timur,Kab. Probolinggo,Kotaanyar
PBL10007,Jawa Timur,Kab. Probolinggo,Kraksaan
PBL10008,Jawa Timur,Kab. Probolinggo,Krejengan
PBL10009,Jawa Timur,Kab. Probolinggo,Krucil
PBL10010,Jawa Timur,Kab. Probolinggo,Kuripan
PBL10011,Jawa Timur,Kab. Probolinggo,Leces
PBL10012,Jawa Timur,Kab. Probolinggo,Lumbang
PBL10013,Jawa Timur,Kab. Probolinggo,Maron
PBL10014,Jawa Timur,Kab. Probolinggo,Paiton
PBL10015,Jawa Timur,Kab. Probolinggo,Pejarakan
PBL10016,Jawa Timur,Kab. Probolinggo,Pakuniran
PBL10017,Jawa Timur,Kab. Probolinggo,Sukapura
PBL10018,Jawa Timur,Kab. Probolinggo,Sumber
PBL10019,Jawa Timur,Kab. Probolinggo,Sumberasih
PBL10020,Jawa Timur,Kab. Probolinggo,Tegalsiwalan
PBL10021,Jawa Timur,Kab. Probolinggo,Tiris
PBL10022,Jawa Timur,Kab. Probolinggo,Tongas
PBL10024,Jawa Timur,Kab. Probolinggo,Wonomerto
SUB20601,Jawa Timur,Sampang,Banyuates
SUB20602,Jawa Timur,Sampang,Camplong
SUB20603,Jawa Timur,Sampang,Jrengik
SUB20612,Jawa Timur,Sampang,Karangpenang
SUB20604,Jawa Timur,Sampang,Kedungdung
SUB20605,Jawa Timur,Sampang,Ketapang
SUB20606,Jawa Timur,Sampang,Omben
SUB20614,Jawa Timur,Sampang,Pangarengan
SUB20607,Jawa Timur,Sampang,Robatal
SUB20600,Jawa Timur,Sampang,Sampang
SUB20608,Jawa Timur,Sampang,Sokobanah
SUB20609,Jawa Timur,Sampang,Sreseh
SUB20610,Jawa Timur,Sampang,Tambelangan
SUB20611,Jawa Timur,Sampang,Torjun
SUB10040,Jawa Timur,Sidoarjo,Balongbendo
SUB20702,Jawa Timur,Sidoarjo,Buduran
SUB20703,Jawa Timur,Sidoarjo,Candi
SUB20704,Jawa Timur,Sidoarjo,Gedangan
SUB20705,Jawa Timur,Sidoarjo,Jabon
SUB20706,Jawa Timur,Sidoarjo,Krembung
SUB20719,Jawa Timur,Sidoarjo,Krian
SUB20708,Jawa Timur,Sidoarjo,Porong
SUB10046,Jawa Timur,Sidoarjo,Prambon
SUB20710,Jawa Timur,Sidoarjo,Sedati
SUB20700,Jawa Timur,Sidoarjo,Sidoarjo
SUB20711,Jawa Timur,Sidoarjo,Sukodono
SUB20720,Jawa Timur,Sidoarjo,Taman
SUB20713,Jawa Timur,Sidoarjo,Tanggulangin
SUB10045,Jawa Timur,Sidoarjo,Tarik
SUB20715,Jawa Timur,Sidoarjo,Tulangan
SUB20716,Jawa Timur,Sidoarjo,Waru
SUB20717,Jawa Timur,Sidoarjo,Wonoayu
PBL20201,Jawa Timur,Situbondo,Arjasa
PBL20202,Jawa Timur,Situbondo,Asembagus
PBL20204,Jawa Timur,Situbondo,Banyuglugur
PBL20203,Jawa Timur,Situbondo,Banyuputih
PBL20205,Jawa Timur,Situbondo,Besuki
PBL20206,Jawa Timur,Situbondo,Bungatan
PBL20207,Jawa Timur,Situbondo,Jangkar
PBL20208,Jawa Timur,Situbondo,Jatibanteng
PBL20209,Jawa Timur,Situbondo,Kapongan
PBL20210,Jawa Timur,Situbondo,Kendit
PBL20211,Jawa Timur,Situbondo,Mangaran
PBL20212,Jawa Timur,Situbondo,Mlandingan
PBL20213,Jawa Timur,Situbondo,Panarukan
PBL20216,Jawa Timur,Situbondo,Panji
PBL20200,Jawa Timur,Situbondo,Situbondo
PBL20214,Jawa Timur,Situbondo,Suboh
PBL20215,Jawa Timur,Situbondo,Sumbermalang
SUB20801,Jawa Timur,Sumenep,Ambunten
SUB20803,Jawa Timur,Sumenep,Batang Batang
SUB20825,Jawa Timur,Sumenep,Batuan
SUB20805,Jawa Timur,Sumenep,Bluto
SUB20806,Jawa Timur,Sumenep,Dasuk
SUB20807,Jawa Timur,Sumenep,Dungkek
SUB20808,Jawa Timur,Sumenep,Ganding
SUB20809,Jawa Timur,Sumenep,Gapura
SUB20812,Jawa Timur,Sumenep,Guluk-Guluk
SUB20813,Jawa Timur,Sumenep,Kalianget
SUB20800,Jawa Timur,Sumenep,Kota Sumenep
SUB20814,Jawa Timur,Sumenep,Lenteng
SUB20815,Jawa Timur,Sumenep,Manding
SUB20819,Jawa Timur,Sumenep,Pragaan
SUB20821,Jawa Timur,Sumenep,Rubaru
SUB20823,Jawa Timur,Sumenep,Saronggi
SUB22001,Jawa Timur,Trenggalek,Bendungan
SUB22002,Jawa Timur,Trenggalek,Dongko
SUB22003,Jawa Timur,Trenggalek,Durenan
SUB22004,Jawa Timur,Trenggalek,Gandusari
SUB22005,Jawa Timur,Trenggalek,Kampak
SUB22006,Jawa Timur,Trenggalek,Karangan
SUB22007,Jawa Timur,Trenggalek,Munjungan
SUB22008,Jawa Timur,Trenggalek,Panggul
SUB22009,Jawa Timur,Trenggalek,Pogalan
SUB22010,Jawa Timur,Trenggalek,Pule
SUB22013,Jawa Timur,Trenggalek,Suruh
SUB22000,Jawa Timur,Trenggalek,Trenggalek
SUB22011,Jawa Timur,Trenggalek,Tugu
SUB22012,Jawa Timur,Trenggalek,Watulimo
SUB20919,Jawa Timur,Tuban,Grabagan
SUB20904,Jawa Timur,Tuban,Jenu
SUB20906,Jawa Timur,Tuban,Kerek
SUB20907,Jawa Timur,Tuban,Merakurak
SUB20908,Jawa Timur,Tuban,Montong
SUB20909,Jawa Timur,Tuban,Palang
SUB20911,Jawa Timur,Tuban,Plumpang
SUB20912,Jawa Timur,Tuban,Rengel
SUB20913,Jawa Timur,Tuban,Semanding
SUB20916,Jawa Timur,Tuban,Soko
SUB20917,Jawa Timur,Tuban,Tambakboyo
SUB20900,Jawa Timur,Tuban,Tuban
SUB20918,Jawa Timur,Tuban,Widang
SUB21001,Jawa Timur,Tulungagung,Bandung
SUB21002,Jawa Timur,Tulungagung,Besuki
SUB21017,Jawa Timur,Tulungagung,Boyolangu
SUB21003,Jawa Timur,Tulungagung,Campurdarat
SUB21004,Jawa Timur,Tulungagung,Gondang
SUB21005,Jawa Timur,Tulungagung,Kalidawir
SUB21006,Jawa Timur,Tulungagung,Karangrejo
SUB21018,Jawa Timur,Tulungagung,Kauman
SUB21019,Jawa Timur,Tulungagung,Kedungwaru
SUB21008,Jawa Timur,Tulungagung,Ngantru
SUB21009,Jawa Timur,Tulungagung,Ngunut
SUB21010,Jawa Timur,Tulungagung,Pagerwojo
SUB21011,Jawa Timur,Tulungagung,Pakel
SUB21012,Jawa Timur,Tulungagung,Pucanglaban
SUB21013,Jawa Timur,Tulungagung,Rejotangan
SUB21014,Jawa Timur,Tulungagung,Sendang
SUB21015,Jawa Timur,Tulungagung,Sumbergempol
SUB21016,Jawa Timur,Tulungagung,Tanggunggunung
SUB21000,Jawa Timur,Tulungagung,Tulungagung
MLG20200,Jawa Timur,Batu,Batu
