Ori kode,Kode tarif,province,city,district
CBX,CBN20410,Jawa Barat,Cirebon,Depok
CBX,CBN20409,Jawa Barat,Cirebon,Ciwaringin
CBX,CBN20406,Jawa Barat,Cirebon,Ciledug
CBX,CBN20405,Jawa Barat,Cirebon,Beber
CBX,CBN20404,Jawa Barat,Cirebon,Babakan
CBX,CBN20403,Jawa Barat,Cirebon,Astanajapura
CBX,CBN20402,Jawa Barat,Cirebon,Arjawinangun
CBX,CBN20400,Jawa Barat,Cirebon,Sumber
GRT,BDO20747,Jawa Barat,Garut,Bl. Limbangan
GRT,BDO20746,Jawa Barat,Garut,Garut Kota
GRT,BDO20745,Jawa Barat,Garut,Tarogong Kidul
GRT,BDO20744,Jawa Barat,Garut,Tarogong Kaler
GRT,BDO20743,Jawa Barat,Garut,Sucinaraja
GRT,BDO20742,Jawa Barat,Garut,Pasirwangi
GRT,BDO20741,Jawa Barat,Garut,Pangatikan
GRT,BDO20740,Jawa Barat,Garut,Mekarmukti
GRT,BDO20739,Jawa Barat,Garut,Kersamanah
GRT,BDO20738,Jawa Barat,Garut,Cihurip
GRT,BDO20737,Jawa Barat,Garut,Cigedug
GRT,BDO20736,Jawa Barat,Garut,Sukaresmi
GRT,BDO20735,Jawa Barat,Garut,Karangtengah
GRT,BDO20734,Jawa Barat,Garut,Caringin
GRT,BDO20730,Jawa Barat,Garut,Wanaraja
GRT,BDO20728,Jawa Barat,Garut,Talegong
GRT,BDO20727,Jawa Barat,Garut,Sukawening
GRT,BDO20726,Jawa Barat,Garut,Singajaya
GRT,BDO20725,Jawa Barat,Garut,Selaawi
GRT,BDO20724,Jawa Barat,Garut,Samarang
GRT,BDO20723,Jawa Barat,Garut,Peundeuy
GRT,BDO20722,Jawa Barat,Garut,Pamulihan
GRT,BDO20721,Jawa Barat,Garut,Pameungpeuk
GRT,BDO20720,Jawa Barat,Garut,Pakenjeng
GRT,BDO20719,Jawa Barat,Garut,Malangbong
GRT,BDO20718,Jawa Barat,Garut,Leuwigoong
GRT,BDO20717,Jawa Barat,Garut,Leles
GRT,BDO20716,Jawa Barat,Garut,Karangpawitan
GRT,BDO20715,Jawa Barat,Garut,Kadungora
GRT,BDO20714,Jawa Barat,Garut,Cisewu
GRT,BDO20713,Jawa Barat,Garut,Cisurupan
GRT,BDO20712,Jawa Barat,Garut,Cisompet
GRT,BDO20711,Jawa Barat,Garut,Cilawu
GRT,BDO20710,Jawa Barat,Garut,Cikajang
GRT,BDO20709,Jawa Barat,Garut,Cikelet
GRT,BDO20708,Jawa Barat,Garut,Cibiuk
GRT,BDO20707,Jawa Barat,Garut,Cibalong
GRT,BDO20706,Jawa Barat,Garut,Cibatu
GRT,BDO20705,Jawa Barat,Garut,Bungbulang
GRT,BDO20703,Jawa Barat,Garut,Bayongbong
GRT,BDO20702,Jawa Barat,Garut,Banyuresmi
GRT,BDO20701,Jawa Barat,Garut,Banjarwangi
IDR,CBN20130,Jawa Barat,Indramayu,Patrol
IDR,CBN20129,Jawa Barat,Indramayu,Tukdana
IDR,CBN20128,Jawa Barat,Indramayu,Pasekan
IDR,CBN20127,Jawa Barat,Indramayu,Terisi
IDR,CBN20126,Jawa Barat,Indramayu,Sukagumiwang
IDR,CBN20125,Jawa Barat,Indramayu,Sindang
IDR,CBN20124,Jawa Barat,Indramayu,Kedokan Bunder
IDR,CBN20123,Jawa Barat,Indramayu,Gantar
IDR,CBN20122,Jawa Barat,Indramayu,Cantigi
IDR,CBN20121,Jawa Barat,Indramayu,Arahan
IDR,CBN20120,Jawa Barat,Indramayu,Widasari
IDR,CBN20119,Jawa Barat,Indramayu,Sukra
IDR,CBN20118,Jawa Barat,Indramayu,Sliyeg
IDR,CBN20117,Jawa Barat,Indramayu,Losarang
IDR,CBN20116,Jawa Barat,Indramayu,Lohbener
IDR,CBN20115,Jawa Barat,Indramayu,Lelea
IDR,CBN20114,Jawa Barat,Indramayu,Kroya
IDR,CBN20113,Jawa Barat,Indramayu,Krangkeng
IDR,CBN20112,Jawa Barat,Indramayu,Kertasemaya
IDR,CBN20111,Jawa Barat,Indramayu,Karangampel
IDR,CBN20110,Jawa Barat,Indramayu,Kandanghaur
IDR,CBN20109,Jawa Barat,Indramayu,Juntinyuat
IDR,CBN20108,Jawa Barat,Indramayu,Jatibarang
IDR,CBN20107,Jawa Barat,Indramayu,Haurgeulis
IDR,CBN20106,Jawa Barat,Indramayu,Gabuswetan
IDR,CBN20105,Jawa Barat,Indramayu,Cikedung
IDR,CBN20104,Jawa Barat,Indramayu,Bongas
IDR,CBN20103,Jawa Barat,Indramayu,Bangodua
IDR,CBN20102,Jawa Barat,Indramayu,Balongan
IDR,CBN20101,Jawa Barat,Indramayu,Anjatan
IDR,CBN20100,Jawa Barat,Indramayu,Indramayu
KRW,KRW10030,Jawa Barat,Karawang,Tirtajaya
KRW,KRW10029,Jawa Barat,Karawang,Telukjambe Timur
KRW,KRW10028,Jawa Barat,Karawang,Purwasari
KRW,KRW10027,Jawa Barat,Karawang,Majalaya
KRW,KRW10026,Jawa Barat,Karawang,Kutawaluya
KRW,KRW10025,Jawa Barat,Karawang,Kota Baru
KRW,KRW10024,Jawa Barat,Karawang,Karawang Timur
KRW,KRW10023,Jawa Barat,Karawang,Karawang Barat
KRW,KRW10022,Jawa Barat,Karawang,Jayakerta
KRW,KRW10021,Jawa Barat,Karawang,Cilebar
KRW,KRW10020,Jawa Barat,Karawang,Cilamaya Wetan
KRW,KRW10019,Jawa Barat,Karawang,Ciampel
KRW,KRW10018,Jawa Barat,Karawang,Banyusari
KRW,KRW10017,Jawa Barat,Karawang,Tegalwaru
KRW,KRW10016,Jawa Barat,Karawang,Tirtamulya
KRW,KRW10015,Jawa Barat,Karawang,Tempuran
KRW,KRW10014,Jawa Barat,Karawang,Telukjambe Barat
KRW,KRW10013,Jawa Barat,Karawang,Telagasari
KRW,KRW10012,Jawa Barat,Karawang,Rengasdengklok
KRW,KRW10011,Jawa Barat,Karawang,Rawamerta
KRW,KRW10010,Jawa Barat,Karawang,Pedes
KRW,KRW10009,Jawa Barat,Karawang,Pangkalan
KRW,KRW10008,Jawa Barat,Karawang,Pakisjaya
KRW,KRW10007,Jawa Barat,Karawang,Lemahabang
KRW,KRW10006,Jawa Barat,Karawang,Klari
KRW,KRW10005,Jawa Barat,Karawang,Jatisari
KRW,KRW10004,Jawa Barat,Karawang,Cilamaya Kulon
KRW,KRW10003,Jawa Barat,Karawang,Cikampek
KRW,KRW10002,Jawa Barat,Karawang,Cibuaya
KRW,KRW10001,Jawa Barat,Karawang,Batujaya
KUN,CBN20238,Jawa Barat,Kuningan,Ciwaru
KUN,CBN20237,Jawa Barat,Kuningan,Cigandamekar
KUN,CBN20234,Jawa Barat,Kuningan,Subang
KUN,CBN20233,Jawa Barat,Kuningan,Sindangagung
KUN,CBN20232,Jawa Barat,Kuningan,Selajambe
KUN,CBN20231,Jawa Barat,Kuningan,Pasawahan
KUN,CBN20230,Jawa Barat,Kuningan,Pancalang
KUN,CBN20228,Jawa Barat,Kuningan,Nusaherang
KUN,CBN20226,Jawa Barat,Kuningan,Mandirancan
KUN,CBN20225,Jawa Barat,Kuningan,Maleber
KUN,CBN20224,Jawa Barat,Kuningan,Luragung
KUN,CBN20222,Jawa Barat,Kuningan,Lebakwangi
KUN,CBN20221,Jawa Barat,Kuningan,Kramatmulya
KUN,CBN20220,Jawa Barat,Kuningan,Karang Kancana
KUN,CBN20219,Jawa Barat,Kuningan,Kalimanggis
KUN,CBN20218,Jawa Barat,Kuningan,Kadugede
KUN,CBN20217,Jawa Barat,Kuningan,Japara
KUN,CBN20216,Jawa Barat,Kuningan,Jalaksana
KUN,CBN20215,Jawa Barat,Kuningan,Hantara
KUN,CBN20214,Jawa Barat,Kuningan,Garawangi
KUN,CBN20213,Jawa Barat,Kuningan,Darma
KUN,CBN20212,Jawa Barat,Kuningan,Cipicung
KUN,CBN20211,Jawa Barat,Kuningan,Ciniru
KUN,CBN20210,Jawa Barat,Kuningan,Cimahi
KUN,CBN20209,Jawa Barat,Kuningan,Cilebak
KUN,CBN20208,Jawa Barat,Kuningan,Cilimus
KUN,CBN20206,Jawa Barat,Kuningan,Cigugur
KUN,CBN20205,Jawa Barat,Kuningan,Cidahu
KUN,CBN20204,Jawa Barat,Kuningan,Cibeureum
KUN,CBN20203,Jawa Barat,Kuningan,Cibingbin
KUN,CBN20202,Jawa Barat,Kuningan,Ciawigebang
KUN,CBN20200,Jawa Barat,Kuningan,Kuningan
PWA,BDO20821,Jawa Barat,Purwakarta,Kiarapedes
PWA,BDO20820,Jawa Barat,Purwakarta,Bojong
PWA,BDO20814,Jawa Barat,Purwakarta,Pondoksalam
PWA,BDO20813,Jawa Barat,Purwakarta,Sukasari
PWA,BDO20812,Jawa Barat,Purwakarta,Wanayasa
PWA,BDO20811,Jawa Barat,Purwakarta,Tegalwaru
PWA,BDO20810,Jawa Barat,Purwakarta,Maniis
PWA,BDO20809,Jawa Barat,Purwakarta,Darangdan
PWA,BDO20808,Jawa Barat,Purwakarta,Sukatani
PWA,BDO20807,Jawa Barat,Purwakarta,Plered
PWA,BDO20806,Jawa Barat,Purwakarta,Cibatu
PWA,BDO20805,Jawa Barat,Purwakarta,Bungursari
PWA,BDO20804,Jawa Barat,Purwakarta,Babakancikao
PWA,BDO20803,Jawa Barat,Purwakarta,Pasawahan
PWA,BDO20802,Jawa Barat,Purwakarta,Campaka
PWA,BDO20801,Jawa Barat,Purwakarta,Jatiluhur
PWA,BDO20800,Jawa Barat,Purwakarta,Purwakarta
SBG,BDO21132,Jawa Barat,Subang,Dawuan
SBG,BDO21131,Jawa Barat,Subang,Sukasari
SBG,BDO21130,Jawa Barat,Subang,Pagaden Barat
SBG,BDO21129,Jawa Barat,Subang,Serangpanjang
SBG,BDO21127,Jawa Barat,Subang,Pusakajaya
SBG,BDO21125,Jawa Barat,Subang,Kasomalang
SBG,BDO21124,Jawa Barat,Subang,Ciater
SBG,BDO21123,Jawa Barat,Subang,Tambakdahan
SBG,BDO21122,Jawa Barat,Subang,Pagaden
SBG,BDO21121,Jawa Barat,Subang,Legonkulon
SBG,BDO21120,Jawa Barat,Subang,Cipunagara
SBG,BDO21119,Jawa Barat,Subang,Cikaum
SBG,BDO21118,Jawa Barat,Subang,Tanjungsiang
SBG,BDO21117,Jawa Barat,Subang,Sagalaherang
SBG,BDO21116,Jawa Barat,Subang,Pusakanagara
SBG,BDO21115,Jawa Barat,Subang,Purwadadi
SBG,BDO21114,Jawa Barat,Subang,Patokbeusi
SBG,BDO21113,Jawa Barat,Subang,Pamanukan
SBG,BDO21111,Jawa Barat,Subang,Pabuaran
SBG,BDO21110,Jawa Barat,Subang,Kalijati
SBG,BDO21109,Jawa Barat,Subang,Jalancagak
SBG,BDO21108,Jawa Barat,Subang,Compreng
SBG,BDO21107,Jawa Barat,Subang,Cisalak
SBG,BDO21106,Jawa Barat,Subang,Cijambe
SBG,BDO21105,Jawa Barat,Subang,Cibogo
SBG,BDO21104,Jawa Barat,Subang,Ciasem
SBG,BDO21103,Jawa Barat,Subang,Blanakan
SBG,BDO21102,Jawa Barat,Subang,Binong
SBG,BDO21101,Jawa Barat,Subang,Cipeundeuy
SBG,BDO21100,Jawa Barat,Subang,Subang
SMX,SMI10149,Jawa Barat,Kab. Sukabumi,Cimanggu
SMX,SMI10049,Jawa Barat,Kab. Sukabumi,Ciambar
SMX,SMI10046,Jawa Barat,Kab. Sukabumi,Warungkiara
SMX,SMI10045,Jawa Barat,Kab. Sukabumi,Waluran
SMX,SMI10044,Jawa Barat,Kab. Sukabumi,Tegalbuleud
SMX,SMI10043,Jawa Barat,Kab. Sukabumi,Surade
SMX,SMI10042,Jawa Barat,Kab. Sukabumi,Sukaraja
SMX,SMI10040,Jawa Barat,Kab. Sukabumi,Sukalarang
SMX,SMI10039,Jawa Barat,Kab. Sukabumi,Simpenan
SMX,SMI10038,Jawa Barat,Kab. Sukabumi,Sagaranten
SMX,SMI10037,Jawa Barat,Kab. Sukabumi,Purabaya
SMX,SMI10036,Jawa Barat,Kab. Sukabumi,Palabuhanratu
SMX,SMI10035,Jawa Barat,Kab. Sukabumi,Parakansalak
SMX,SMI10034,Jawa Barat,Kab. Sukabumi,Parungkuda
SMX,SMI10033,Jawa Barat,Kab. Sukabumi,Pabuaran
SMX,SMI10032,Jawa Barat,Kab. Sukabumi,Nyalindung
SMX,SMI10031,Jawa Barat,Kab. Sukabumi,Nagrak
SMX,SMI10030,Jawa Barat,Kab. Sukabumi,Lengkong
SMX,SMI10029,Jawa Barat,Kab. Sukabumi,Kebonpedes
SMX,SMI10028,Jawa Barat,Kab. Sukabumi,Kalibunder
SMX,SMI10027,Jawa Barat,Kab. Sukabumi,Kalapanunggal
SMX,SMI10026,Jawa Barat,Kab. Sukabumi,Kadudampit
SMX,SMI10025,Jawa Barat,Kab. Sukabumi,Kabandungan
SMX,SMI10024,Jawa Barat,Kab. Sukabumi,Jampangtengah
SMX,SMI10023,Jawa Barat,Kab. Sukabumi,Jampangkulon
SMX,SMI10022,Jawa Barat,Kab. Sukabumi,Gunungguruh
SMX,SMI10021,Jawa Barat,Kab. Sukabumi,Gegerbitung
SMX,SMI10020,Jawa Barat,Kab. Sukabumi,Curugkembar
SMX,SMI10019,Jawa Barat,Kab. Sukabumi,Cisolok
SMX,SMI10018,Jawa Barat,Kab. Sukabumi,Cisaat
SMX,SMI10017,Jawa Barat,Kab. Sukabumi,Cireunghas
SMX,SMI10016,Jawa Barat,Kab. Sukabumi,Ciracap
SMX,SMI10015,Jawa Barat,Kab. Sukabumi,Cikakak
SMX,SMI10014,Jawa Barat,Kab. Sukabumi,Cikembar
SMX,SMI10013,Jawa Barat,Kab. Sukabumi,Cikidang
SMX,SMI10012,Jawa Barat,Kab. Sukabumi,Ciemas
SMX,SMI10011,Jawa Barat,Kab. Sukabumi,Cidadap
SMX,SMI10010,Jawa Barat,Kab. Sukabumi,Cidolog
SMX,SMI10009,Jawa Barat,Kab. Sukabumi,Cidahu
SMX,SMI10008,Jawa Barat,Kab. Sukabumi,Cicantayan
SMX,SMI10007,Jawa Barat,Kab. Sukabumi,Cicurug
SMX,SMI10006,Jawa Barat,Kab. Sukabumi,Cibitung
SMX,SMI10005,Jawa Barat,Kab. Sukabumi,Cibadak
SMX,SMI10004,Jawa Barat,Kab. Sukabumi,Caringin
SMX,SMI10003,Jawa Barat,Kab. Sukabumi,Bojonggenteng
SMX,SMI10001,Jawa Barat,Kab. Sukabumi,Bantargadung
SMX,SMI10080,Jawa Barat,Kab. Sukabumi,Sukabumi
SMD,BDO20254,Jawa Barat,Sumedang,Tanjungmedar
SMD,BDO20253,Jawa Barat,Sumedang,Sumedang Utara
SMD,BDO20252,Jawa Barat,Sumedang,Sumedang Selatan
SMD,BDO20251,Jawa Barat,Sumedang,Jatinunggal
SMD,BDO20250,Jawa Barat,Sumedang,Jatigede
SMD,BDO20249,Jawa Barat,Sumedang,Cisitu
SMD,BDO20248,Jawa Barat,Sumedang,Cisarua
SMD,BDO20247,Jawa Barat,Sumedang,Jatinangor
SMD,BDO20224,Jawa Barat,Sumedang,Wado
SMD,BDO20223,Jawa Barat,Sumedang,Ujungjaya
SMD,BDO20222,Jawa Barat,Sumedang,Tomo
SMD,BDO20221,Jawa Barat,Sumedang,Tanjungsari
SMD,BDO20220,Jawa Barat,Sumedang,Tanjungkerta
SMD,BDO20219,Jawa Barat,Sumedang,Surian
SMD,BDO20218,Jawa Barat,Sumedang,Sukasari
SMD,BDO20217,Jawa Barat,Sumedang,Situraja
SMD,BDO20216,Jawa Barat,Sumedang,Rancakalong
SMD,BDO20215,Jawa Barat,Sumedang,Paseh
SMD,BDO20214,Jawa Barat,Sumedang,Pamulihan
SMD,BDO20210,Jawa Barat,Sumedang,Ganeas
SMD,BDO20209,Jawa Barat,Sumedang,Darmaraja
SMD,BDO20208,Jawa Barat,Sumedang,Conggeang
SMD,BDO20206,Jawa Barat,Sumedang,Cimanggung
SMD,BDO20205,Jawa Barat,Sumedang,Cimalaka
SMD,BDO20203,Jawa Barat,Sumedang,Cibugel
SMD,BDO20201,Jawa Barat,Sumedang,Buahdua
TSX,BDO20642,Jawa Barat,Tasikmalaya,Sukahening
TSX,BDO20640,Jawa Barat,Tasikmalaya,Tanjungjaya
TSX,BDO20639,Jawa Barat,Tasikmalaya,Sukaresik
TSX,BDO20638,Jawa Barat,Tasikmalaya,Sukaratu
TSX,BDO20637,Jawa Barat,Tasikmalaya,Puspahiang
TSX,BDO20636,Jawa Barat,Tasikmalaya,Parungponteng
TSX,BDO20635,Jawa Barat,Tasikmalaya,Pagerageung
TSX,BDO20634,Jawa Barat,Tasikmalaya,Padakembang
TSX,BDO20633,Jawa Barat,Tasikmalaya,Karang Jaya
TSX,BDO20632,Jawa Barat,Tasikmalaya,Jatiwaras
TSX,BDO20631,Jawa Barat,Tasikmalaya,Gunung Tanjung
TSX,BDO20630,Jawa Barat,Tasikmalaya,Bojongasih
TSX,BDO20629,Jawa Barat,Tasikmalaya,Kadipaten
TSX,BDO20627,Jawa Barat,Tasikmalaya,Sukaraja
TSX,BDO20626,Jawa Barat,Tasikmalaya,Salopa
TSX,BDO20625,Jawa Barat,Tasikmalaya,Rajapolah
TSX,BDO20624,Jawa Barat,Tasikmalaya,Pancatengah
TSX,BDO20623,Jawa Barat,Tasikmalaya,Manonjaya
TSX,BDO20622,Jawa Barat,Tasikmalaya,Karangnunggal
TSX,BDO20621,Jawa Barat,Tasikmalaya,Jamanis
TSX,BDO20620,Jawa Barat,Tasikmalaya,Cisayong
TSX,BDO20619,Jawa Barat,Tasikmalaya,Cipatujah
TSX,BDO20618,Jawa Barat,Tasikmalaya,Cineam
TSX,BDO20617,Jawa Barat,Tasikmalaya,Cikalong
TSX,BDO20616,Jawa Barat,Tasikmalaya,Cikatomas
TSX,BDO20615,Jawa Barat,Tasikmalaya,Cibalong
TSX,BDO20614,Jawa Barat,Tasikmalaya,Ciawi
TSX,BDO20613,Jawa Barat,Tasikmalaya,Culamega
TSX,BDO20612,Jawa Barat,Tasikmalaya,Bantarkalong
TSX,BDO20611,Jawa Barat,Tasikmalaya,Taraju
TSX,BDO20610,Jawa Barat,Tasikmalaya,Sodonghilir
TSX,BDO20609,Jawa Barat,Tasikmalaya,Mangunreja
TSX,BDO20608,Jawa Barat,Tasikmalaya,Sukarame
TSX,BDO20606,Jawa Barat,Tasikmalaya,Salawu
TSX,BDO20605,Jawa Barat,Tasikmalaya,Sariwangi
TSX,BDO20603,Jawa Barat,Tasikmalaya,Leuwisari
TSX,BDO20602,Jawa Barat,Tasikmalaya,Cigalontang
TSX,BDO20601,Jawa Barat,Tasikmalaya,Bojonggambir
TSX,BDO20600,Jawa Barat,Tasikmalaya,Singaparna
BDO,BDO10067,Jawa Barat,Bandung,Antapani
BDO,BDO10066,Jawa Barat,Bandung,Cinambo
BDO,BDO10065,Jawa Barat,Bandung,Buahbatu
BDO,BDO10064,Jawa Barat,Bandung,Gedebage
BDO,BDO10063,Jawa Barat,Bandung,Mandalajati
BDO,BDO10062,Jawa Barat,Bandung,Panyileukan
BDO,BDO10060,Jawa Barat,Bandung,Sumur Bandung
BDO,BDO10059,Jawa Barat,Bandung,Sukajadi
BDO,BDO10058,Jawa Barat,Bandung,Regol
BDO,BDO10057,Jawa Barat,Bandung,Rancasari
BDO,BDO10055,Jawa Barat,Bandung,Kiaracondong
BDO,BDO10054,Jawa Barat,Bandung,Coblong
BDO,BDO10053,Jawa Barat,Bandung,Cicendo
BDO,BDO10052,Jawa Barat,Bandung,Cibeunying Kidul
BDO,BDO10051,Jawa Barat,Bandung,Cibeunying Kaler
BDO,BDO10050,Jawa Barat,Bandung,Bojongloa Kidul
BDO,BDO10049,Jawa Barat,Bandung,Bojongloa Kaler
BDO,BDO10048,Jawa Barat,Bandung,Batununggal
BDO,BDO10047,Jawa Barat,Bandung,Bandung Wetan
BDO,BDO10046,Jawa Barat,Bandung,Bandung Kulon
BDO,BDO10045,Jawa Barat,Bandung,Bandung Kidul
BDO,BDO10044,Jawa Barat,Bandung,Babakan Ciparay
BDO,BDO10043,Jawa Barat,Bandung,Astana Anyar
BDO,BDO10042,Jawa Barat,Bandung,Arcamanik
BDO,BDO10041,Jawa Barat,Bandung,Andir
BDO,BDO10040,Jawa Barat,Bandung,Lengkong
BDO,BDO10039,Jawa Barat,Bandung,Cidadap
BDO,BDO10037,Jawa Barat,Bandung,Sukasari
BDO,BDO10018,Jawa Barat,Bandung,Ujungberung
BDO,BDO10002,Jawa Barat,Bandung,Cibiru
PKU,PKU10026,Riau,Pekanbaru,Rumbai Barat
CMH,BDO20119,Jawa Barat,Cimahi,Cimahi Utara
CMH,BDO20118,Jawa Barat,Cimahi,Cimahi Tengah
CMH,BDO20117,Jawa Barat,Cimahi,Cimahi Selatan
PKU,PKU10027,Riau,Pekanbaru,Tuahmadani
CBN,CBN10038,Jawa Barat,Cirebon,Pekalipan
CBN,CBN10037,Jawa Barat,Cirebon,Lemah Wungkuk
CBN,CBN10036,Jawa Barat,Cirebon,Kesambi
CBN,CBN10035,Jawa Barat,Cirebon,Kejaksan
CBN,CBN10034,Jawa Barat,Cirebon,Harjamukti
SMI,SMI10055,Jawa Barat,Sukabumi,Cibeureum
SMI,SMI10054,Jawa Barat,Sukabumi,Warudoyong
SMI,SMI10053,Jawa Barat,Sukabumi,Gunungpuyuh
SMI,SMI10052,Jawa Barat,Sukabumi,Citamiang
SMI,SMI10051,Jawa Barat,Sukabumi,Cikole
SMI,SMI10047,Jawa Barat,Sukabumi,Lembursitu
SMI,SMI10002,Jawa Barat,Sukabumi,Baros
TSI,BDO21339,Jawa Barat,Tasikmalaya,Bungursari
TSI,BDO20339,Jawa Barat,Tasikmalaya,Purbaratu
TSI,BDO20337,Jawa Barat,Tasikmalaya,Tawang
TSI,BDO20336,Jawa Barat,Tasikmalaya,Tamansari
TSI,BDO20335,Jawa Barat,Tasikmalaya,Mangkubumi
TSI,BDO20334,Jawa Barat,Tasikmalaya,Cipedes
TSI,BDO20333,Jawa Barat,Tasikmalaya,Cihideung
TSI,BDO20321,Jawa Barat,Tasikmalaya,Kawalu
TSI,BDO20317,Jawa Barat,Tasikmalaya,Indihiang
TSI,BDO20306,Jawa Barat,Tasikmalaya,Cibeureum
PWT,SRG10427,Jawa Tengah,Banyumas,Purwokerto Utara
PWT,SRG10426,Jawa Tengah,Banyumas,Purwokerto Timur
PWT,SRG10425,Jawa Tengah,Banyumas,Purwokerto Selatan
PWT,SRG10424,Jawa Tengah,Banyumas,Purwokerto Barat
PWT,SRG10423,Jawa Tengah,Banyumas,Wangon
PWT,SRG10422,Jawa Tengah,Banyumas,Tambak
PWT,SRG10421,Jawa Tengah,Banyumas,Sumbang
PWT,SRG10420,Jawa Tengah,Banyumas,Sumpiuh
PWT,SRG10419,Jawa Tengah,Banyumas,Somagede
PWT,SRG10418,Jawa Tengah,Banyumas,Sokaraja
PWT,SRG10417,Jawa Tengah,Banyumas,Rawalo
PWT,SRG10416,Jawa Tengah,Banyumas,Purwojati
PWT,SRG10415,Jawa Tengah,Banyumas,Patikraja
PWT,SRG10414,Jawa Tengah,Banyumas,Pekuncen
PWT,SRG10413,Jawa Tengah,Banyumas,Lumbir
PWT,SRG10412,Jawa Tengah,Banyumas,Kemranjen
PWT,SRG10411,Jawa Tengah,Banyumas,Kembaran
PWT,SRG10410,Jawa Tengah,Banyumas,Kedungbanteng
PWT,SRG10409,Jawa Tengah,Banyumas,Kebasen
PWT,SRG10408,Jawa Tengah,Banyumas,Karanglewas
PWT,SRG10407,Jawa Tengah,Banyumas,Kalibagor
PWT,SRG10406,Jawa Tengah,Banyumas,Jatilawang
PWT,SRG10405,Jawa Tengah,Banyumas,Gumelar
PWT,SRG10404,Jawa Tengah,Banyumas,Cilongok
PWT,SRG10403,Jawa Tengah,Banyumas,Baturraden
PWT,SRG10402,Jawa Tengah,Banyumas,Banyumas
PWT,SRG10401,Jawa Tengah,Banyumas,Ajibarang
BTA,SRG20214,Jawa Tengah,Batang,Pecalungan
BTA,SRG20213,Jawa Tengah,Batang,Kandeman
BTA,SRG20212,Jawa Tengah,Batang,Banyuputih
BTA,SRG20211,Jawa Tengah,Batang,Wonotunggal
BTA,SRG20210,Jawa Tengah,Batang,Warungasem
BTA,SRG20209,Jawa Tengah,Batang,Tulis
BTA,SRG20208,Jawa Tengah,Batang,Tersono
BTA,SRG20207,Jawa Tengah,Batang,Subah
BTA,SRG20206,Jawa Tengah,Batang,Reban
BTA,SRG20205,Jawa Tengah,Batang,Limpung
BTA,SRG20204,Jawa Tengah,Batang,Gringsing
BTA,SRG20203,Jawa Tengah,Batang,Blado
BTA,SRG20202,Jawa Tengah,Batang,Bawang
BTA,SRG20201,Jawa Tengah,Batang,Bandar
BTA,SRG20200,Jawa Tengah,Batang,Batang
BYO,SOC20100,Jawa Tengah,Boyolali,Boyolali
BYO,SOC20119,Jawa Tengah,Boyolali,Mojosongo
BYO,SOC20118,Jawa Tengah,Boyolali,Tamansari
BYO,SOC20116,Jawa Tengah,Boyolali,Wonosegoro
BYO,SOC20115,Jawa Tengah,Boyolali,Teras
BYO,SOC20114,Jawa Tengah,Boyolali,Simo
BYO,SOC20113,Jawa Tengah,Boyolali,Selo
BYO,SOC20112,Jawa Tengah,Boyolali,Sawit
BYO,SOC20111,Jawa Tengah,Boyolali,Sambi
BYO,SOC20110,Jawa Tengah,Boyolali,Nogosari
BYO,SOC20109,Jawa Tengah,Boyolali,Ngemplak
BYO,SOC20108,Jawa Tengah,Boyolali,Klego
BYO,SOC20107,Jawa Tengah,Boyolali,Kemusu
BYO,SOC20106,Jawa Tengah,Boyolali,Karanggede
BYO,SOC20105,Jawa Tengah,Boyolali,Juwangi
BYO,SOC20104,Jawa Tengah,Boyolali,Cepogo
BYO,SOC20103,Jawa Tengah,Boyolali,Banyudono
BYO,SOC20102,Jawa Tengah,Boyolali,Andong
BYO,SOC20101,Jawa Tengah,Boyolali,Ampel
CXP,CXP10024,Jawa Tengah,Cilacap,Kampung Laut
CXP,CXP10023,Jawa Tengah,Cilacap,Bantarsari
CXP,CXP10022,Jawa Tengah,Cilacap,Patimuan
CXP,CXP10021,Jawa Tengah,Cilacap,Cilacap Utara
CXP,CXP10020,Jawa Tengah,Cilacap,Cilacap Tengah
